OBJECTID,ED_ID,ED_ENGLISH,ED_GAEILGE,COUNTY,CONTAE,PROVINCE,CENTROID_X,CENTROID_Y,GUID_,CSOED_3409,OSIED_3441,CSOED_3409_LABEL,Shape__Area,Shape__Length
2379,97027,CLOMANTAGH,An Chloch Mhantach,KILKENNY,Cill Chainnigh,Leinster,634915.283017979,663763.909003772,2AE1962923CB13A3E055000000000001,07091,97027,Clomantagh,0.002413499076621,0.356580801831239
2380,137012,BUNLAHY, ,LONGFORD,An Longfort,Leinster,627977.240056826,781597.575769613,2AE19629180F13A3E055000000000001,09016,137012,Bunlahy,0.001487966880465,0.236802387352923
2381,177003,ANNAYALLA,Eanaigh Gheala,MONAGHAN,Muineachán,Ulster,679501.305326253,826764.971178711,2AE196291A6513A3E055000000000001,34020,177003,Annayalla,0.002623871402891,0.27657944566266
2382,247112,TINNACROSS, ,WEXFORD,Loch Garman,Leinster,702029.802943851,644618.729243825,2AE196291E2F13A3E055000000000001,14037,247112,Tinnacross,0.00340498615429,0.368648655437227
2383,47224,KNOCKANTOTA, ,CORK,Corcaigh,Munster,557030.221809283,586399.118973541,2AE19629211513A3E055000000000001,18094,47224,Knockantota,0.002271272686938,0.243410921186805
2384,17025,KELLISTOWN, ,CARLOW,Ceatharlach,Leinster,677077.517718945,672042.132580868,2AE19629188913A3E055000000000001,01028,17025,Kellistown,0.002664606166812,0.326137012267453
2385,157114,LETTERBRICK, ,MAYO,Maigh Eo,Connacht,506332.110799335,808645.85349767,2AE1962918D413A3E055000000000001,29028,157114,Letterbrick,0.004787197851786,0.435621262727939
2386,47301,TEERELTON, ,CORK,Corcaigh,Munster,531832.440209809,566137.680652195,2AE1962921E313A3E055000000000001,18120,47301,Teerelton,0.003668175194364,0.43640216126508
2387,47198,KILGULLANE, ,CORK,Corcaigh,Munster,577259.666389235,612965.214977575,2AE19629218613A3E055000000000001,18281,47198,Kilgullane,0.001254935840094,0.222273869299555
2388,77096,KILGARRYLANDER, ,KERRY,Ciarraí,Munster,476558.527963997,604911.333127778,2AE19629227B13A3E055000000000001,19151,77096,Kilgarrylander,0.004408739799814,0.355784084998455
2389,207024,CASTLECONOR EAST, ,SLIGO,Sligeach,Connacht,535023.157218078,825383.279949024,2AE1962919C013A3E055000000000001,31019,207024,Castleconor East,0.003967010277914,0.341200889965497
2390,37096,KILNAMONA, ,CLARE,An Clár,Munster,527697.474543112,679294.004792258,2AE196291FE913A3E055000000000001,16037,37096,Kilnamona,0.003515031864502,0.429769557439127
2391,137018,COLUMBKILLE, ,LONGFORD,An Longfort,Leinster,626437.076848716,792407.354740537,2AE1962917F213A3E055000000000001,09017,137018,Columbkille,0.003237657304631,0.318671455774822
2392,217133,MOYNE,An Mhaighean,TIPPERARY,Tiobraid Árann,Munster,619578.522045161,666307.66540325,2AE196291C6413A3E055000000000001,22076,217133,Moyne,0.004367359044981,0.375948049999778
2393,217012,BALLYBACON,Baile Uí Bhéacáin,TIPPERARY,Tiobraid Árann,Munster,608657.400932633,611577.496849197,2AE196291A2C13A3E055000000000001,23118,217012,Ballybacon,0.004461405409716,0.364836181113314
2394,147033,RAVENSDALE,Gleann na bhFiach,LOUTH,Lú,Leinster,709177.858456573,814798.020484299,2AE19629191D13A3E055000000000001,10036,147033,Ravensdale,0.003515750756041,0.353885784007108
2395,197064,KEADEW, ,ROSCOMMON,Ros Comáin,Connacht,590096.875055182,812717.404058581,2AE196291A0D13A3E055000000000001,30039,197064,Keadew,0.003206189087489,0.340146271309023
2396,37080,KILLALOE, ,CLARE,An Clár,Munster,568161.206863627,672987.972722541,2AE196291FAB13A3E055000000000001,16134,37080,Killaloe,0.00280190470782,0.261992924211765
2397,37001,ABBEY, ,CLARE,An Clár,Munster,528112.84824789,710300.252562433,2AE196291FB113A3E055000000000001,16006,37001,Abbey,0.003374897970399,0.659301613515622
2398,107096,TRUMRA, ,LAOIS,Laois,Leinster,639311.188661496,695110.99588589,2AE19629170513A3E055000000000001,08078,107096,Trumra,0.002248882541501,0.237374853847775
2399,267138,TALLAGHT-FETTERCAIRN, ,DUBLIN,Baile Átha Cliath,Leinster,705929.381562647,728113.015271138,2AE196291CB513A3E055000000000001,03030,267138,Tallaght-Fettercairn,0.000617221396027,0.121257087012614
2400,267067,DUN LAOGHAIRE-EAST CENTRAL, ,DUBLIN,Baile Átha Cliath,Leinster,724495.799597396,728406.265640174,2AE196291D3A13A3E055000000000001,05042,267067,Dún Laoghaire-East Central,5.8737118389e-05,0.043313719611348
2401,267082,DUNDRUM-TANEY, ,DUBLIN,Baile Átha Cliath,Leinster,717467.913498903,728586.317037998,2AE196291D5E13A3E055000000000001,05041,267082,Dundrum-Taney,7.6202580739e-05,0.044214949550989
2402,207066,RIVERSTOWN, ,SLIGO,Sligeach,Connacht,574381.986061974,819952.235717396,2AE1962919B813A3E055000000000001,31059,207066,Riverstown,0.002560173144801,0.324990436547536
2403,47125,DERRAGH, ,CORK,Corcaigh,Munster,524973.32541088,597022.690844441,2AE196291F8513A3E055000000000001,18269,47125,Derragh,0.001573944419754,0.229562416565602
2404,37088,KILLINABOY, ,CLARE,An Clár,Munster,525187.89808086,693144.223257607,2AE196291FCA13A3E055000000000001,16021,37088,Killinaboy,0.004190123637274,0.495514576595313
2405,47006,AGHINAGH, ,CORK,Corcaigh,Munster,539977.340777509,574213.045901709,2AE196291F9A13A3E055000000000001,18197,47006,Aghinagh,0.002549029543581,0.337514405193945
2406,177054,KILTYBEGS,Na Coillte Beaga,MONAGHAN,Muineachán,Ulster,690082.254056592,806913.814468362,2AE196291A8C13A3E055000000000001,34017,177054,Kiltybegs,0.002316756287307,0.258034679864259
2407,257009,BALLINGATE, ,WICKLOW,Cill Mhantáin,Leinster,696530.765558507,663621.992387094,2AE196291E7713A3E055000000000001,15068,257009,Ballingate,0.002849762956332,0.309401924097966
2408,77015,BALLYDUFF, ,KERRY,Ciarraí,Munster,487487.210466426,635815.103121751,2AE1962922D413A3E055000000000001,19097,77015,Ballyduff,0.001728310014116,0.199760639817402
2409,267024,BLACKROCK-STRADBROOK, ,DUBLIN,Baile Átha Cliath,Leinster,722448.261005736,727711.308761392,2AE196291CC213A3E055000000000001,05015,267024,Blackrock-Stradbrook,7.3206954959e-05,0.042562680463078
2410,268050,CLONTARF WEST E, ,DUBLIN,Baile Átha Cliath,Leinster,717456.089016886,736833.348631488,2AE196291D4C13A3E055000000000001,02046,268050,Clontarf West E,4.4503118502e-05,0.032543482851881
2411,37095,KILMURRY, ,CLARE,An Clár,Munster,502852.365312647,674600.863745266,2AE196291FE813A3E055000000000001,16092,37095,Kilmurry,0.002315553057826,0.417390611395214
2412,157085,HOLLYMOUNT, ,MAYO,Maigh Eo,Connacht,524334.784215108,767556.87186072,2AE19629190D13A3E055000000000001,29041,157085,Hollymount,0.004737718877999,0.39150166201242
2413,68007,EYRE SQUARE, ,GALWAY,Gaillimh,Connacht,530275.24696339,725411.821567998,2AE19629236013A3E055000000000001,26007,68007,Eyre Square,0.000128353472399,0.059903168392495
2414,117072,ROOSKY, ,LEITRIM,Liatroim,Connacht,607223.53537908,787995.430148164,2AE19629173E13A3E055000000000001,28077,117072,Roosky,0.002542145994967,0.331448523063443
2415,48035,GURRANEBRAHER A, ,CORK,Corcaigh,Munster,566166.117774833,572459.18329613,2AE19629217F13A3E055000000000001,17034,48035,Gurranebraher A,1.0893335584e-05,0.02005080583655
2416,97074,LISTERLIN,Lios ar Glinn,KILKENNY,Cill Chainnigh,Leinster,663847.340473352,629742.355104696,2AE1962923C713A3E055000000000001,07036,97074,Listerlin,0.002112284191358,0.248693604354251
2417,167070,OLDCASTLE, ,MEATH,An Mhí,Leinster,654997.14779286,780356.638756926,2AE1962918A813A3E055000000000001,11067,167070,Oldcastle,0.004455056689853,0.450606891631789
2418,37132,OUGHTMAMA, ,CLARE,An Clár,Munster,528774.37492638,705160.867185368,2AE196291FE213A3E055000000000001,16015,37132,Oughtmama,0.00518620290531,0.461219747557275
2419,228024,MORRISSON'S AVENUE EAST,Ascaill Mhic Mhuiris Thoir,WATERFORD,Port Láirge,Munster,659677.817534032,612133.414558969,2AE196291BAA13A3E055000000000001,24025,228024,Morrisson's Avenue East,1.3026886503e-05,0.015603681358615
2420,227039,FOX'S CASTLE,An Baile Beag,WATERFORD,Port Láirge,Munster,634991.592329461,601775.429747511,2AE196291B5213A3E055000000000001,25043,227039,Fox's Castle,0.002706493676449,0.325419487511686
2421,207018,BUNCROWEY, ,SLIGO,Sligeach,Connacht,540332.31850999,830765.618101544,2AE1962919A813A3E055000000000001,31018,207018,Buncrowey,0.003565995609778,0.432408713878635
2422,127037,CAHERCORNEY,Cathair Choirne,LIMERICK,Luimneach,Munster,567355.683353001,641095.878227478,2AE19629177C13A3E055000000000001,21031,127037,Cahercorney,0.002368384579294,0.332822840789602
2423,48011,BLACKPOOL A, ,CORK,Corcaigh,Munster,567675.309295683,573417.934861653,2AE19629215D13A3E055000000000001,17011,48011,Blackpool A,1.9605580579e-05,0.019331329419277
2424,267094,HOLMPATRICK, ,DUBLIN,Baile Átha Cliath,Leinster,723191.942498325,757799.444033312,2AE196291D9513A3E055000000000001,04023,267094,Holmpatrick,0.003598043283929,0.481666526810573
2425,17046,TANKARDSTOWN, ,CARLOW,Ceatharlach,Leinster,685998.306959757,676592.25251921,2AE19629182013A3E055000000000001,01044,17046,Tankardstown,0.002246612282017,0.265315740553911
2426,47245,MALLOW RURAL, ,CORK,Corcaigh,Munster,555816.348752658,599173.105547931,2AE19629218813A3E055000000000001,18235,47245,Mallow Rural,0.004319331578055,0.541190254656327
2427,267153,TEMPLEOGUE-OSPREY, ,DUBLIN,Baile Átha Cliath,Leinster,711344.637605076,728765.893503249,2AE196291CD513A3E055000000000001,03045,267153,Templeogue-Osprey,0.000191011522866,0.070486275265445
2428,187049,KILCOLMAN,Cill Cholmáin,OFFALY,Uíbh Fhailí,Leinster,606589.249679529,698658.280848009,2AE196291ABA13A3E055000000000001,12019,187049,Kilcolman,0.00329418529521,0.318162905519942
2429,47090,RATHLUIRC, ,CORK,Corcaigh,Munster,553079.296789674,623007.535108748,2AE196291F8D13A3E055000000000001,18239,47090,Rathluirc,0.002478704520442,0.302585253428172
2430,268035,CABRA WEST C, ,DUBLIN,Baile Átha Cliath,Leinster,713271.870380036,736268.287201771,2AE196291D2D13A3E055000000000001,02035,268035,Cabra West C,7.6992950079e-05,0.041288194213759
2431,67138,KILLOWER, ,GALWAY,Gaillimh,Connacht,535443.88762527,745445.564749271,2AE19629230513A3E055000000000001,27205,67138,Killower,0.004447745306572,0.515478533975674
2432,217018,BALLYKISTEEN,Baile Mhic Oistín,TIPPERARY,Tiobraid Árann,Munster,585517.12597326,639925.543915346,2AE19629198F13A3E055000000000001,23155,217018,Ballykisteen,0.002058419548529,0.273471910488233
2433,97025,CLOGH,An Chloch,KILKENNY,Cill Chainnigh,Leinster,654484.994064377,679044.505956924,2AE1962923C513A3E055000000000001,07027,97025,Clogh,0.004654789984372,0.392947253136423
2434,217124,LORRHA WEST,Lothra Thiar,TIPPERARY,Tiobraid Árann,Munster,589495.411321255,705582.282948689,2AE196291C4413A3E055000000000001,22017,217124,Lorrha West,0.004037090486463,0.38761916076082
2435,257018,BROCKAGH, ,WICKLOW,Cill Mhantáin,Leinster,709999.691897691,698801.349525815,2AE196291EA313A3E055000000000001,15046,257018,Brockagh,0.010226774139852,0.555162011294851
2436,47173,IGHTERMURRAGH, ,CORK,Corcaigh,Munster,597990.762527776,571374.236057601,2AE196291F9813A3E055000000000001,18257,47173,Ightermurragh,0.003889963143654,0.476315499599023
2437,57055,DOOISH, ,DONEGAL,Dún na nGall,Ulster,608323.946844077,892102.982110214,2AE1962920E313A3E055000000000001,33136,57055,Dooish,0.002962157362043,0.383883240022327
2438,268037,CHAPELIZOD, ,DUBLIN,Baile Átha Cliath,Leinster,710246.046735536,734261.487717585,2AE196291D2F13A3E055000000000001,02094,268037,Chapelizod,0.000156913796917,0.067814190653336
2439,257059,NEWCASTLE UPPER, ,WICKLOW,Cill Mhantáin,Leinster,724626.733665812,704341.837521552,2AE196291E9B13A3E055000000000001,15061,257059,Newcastle Upper,0.003652657741406,0.43298677025503
2440,68020,St. NICHOLAS, ,GALWAY,Gaillimh,Connacht,529984.605475271,726001.651490567,2AE19629238413A3E055000000000001,26018,68020,Paróiste San Nicoláis,0.00012581558693,0.067075341292423
2441,48051,SHANAKIEL, ,CORK,Corcaigh,Munster,564866.775576954,572153.972744479,2AE19629219613A3E055000000000001,17054,48051,Shanakiel,0.000172471427682,0.059372331943599
2442,197076,KILLUMMOD, ,ROSCOMMON,Ros Comáin,Connacht,588532.778274989,795086.389392105,2AE196291A3113A3E055000000000001,30043,197076,Killummod,0.001665716415039,0.25670105377644
2443,167023,CRUICETOWN, ,MEATH,An Mhí,Leinster,679312.934342772,785029.312947365,2AE19629186C13A3E055000000000001,11027,167023,Cruicetown,0.002829377971271,0.289169306272364
2444,77158,TARMON, ,KERRY,Ciarraí,Munster,505233.788770871,645138.599582064,2AE1962921FA13A3E055000000000001,19125,77158,Tarmon,0.002677519590348,0.412522514745358
2445,37064,GLENDREE, ,CLARE,An Clár,Munster,551003.940606718,686442.782690688,2AE19629201A13A3E055000000000001,16143,37064,Glendree,0.002383284823846,0.253796947299636
2446,217024,BALLYPOREEN,Béal Átha Póirín,TIPPERARY,Tiobraid Árann,Munster,592401.653007906,611433.766135227,2AE196291C0313A3E055000000000001,23119,217024,Ballyporeen,0.005499677242943,0.412956149007095
2447,268026,BEAUMONT F, ,DUBLIN,Baile Átha Cliath,Leinster,717700.235520215,738400.836567221,2AE196291D2413A3E055000000000001,02026,268026,Beaumont F,7.2979882649e-05,0.043372801504383
2448,217065,DERRYCASTLE,Doire,TIPPERARY,Tiobraid Árann,Munster,572296.300838043,676668.781938578,2AE196291BF213A3E055000000000001,22035,217065,Derrycastle,0.003017939522181,0.301738324549675
2449,47202,KILLEAGH, ,CORK,Corcaigh,Munster,600383.229815541,577847.185593271,2AE19629219E13A3E055000000000001,18323,47202,Killeagh,0.003082099757516,0.331034628806497
2450,107043,DUNMORE, ,LAOIS,Laois,Leinster,640969.298559535,680482.993458987,2AE1962916D113A3E055000000000001,08016,107043,Dunmore,0.001387696009924,0.214793729729376
2451,47004,AGHADOWN SOUTH, ,CORK,Corcaigh,Munster,503519.395221617,531367.590104502,2AE19629204013A3E055000000000001,18287,47004,Aghadown South,0.00284145440964,0.574397948249577
2452,247007,BALLINDAGGAN, ,WEXFORD,Loch Garman,Leinster,690896.666436936,647078.352282338,2AE196291BD513A3E055000000000001,14007,247007,Ballindaggan,0.003048359001729,0.292425945135586
2453,127085,IVERUSS,Uíbh Rosa,LIMERICK,Luimneach,Munster,534910.910363153,654589.998043032,2AE1962917AC13A3E055000000000001,21118,127085,Iveruss,0.002894648597048,0.35534434466793
2454,247054,HARPERSTOWN, ,WEXFORD,Loch Garman,Leinster,692105.443583997,615051.380274996,2AE196291ED713A3E055000000000001,14104,247054,Harperstown,0.001889337121549,0.240117069473598
2455,257033,DUNLAVIN, ,WICKLOW,Cill Mhantáin,Leinster,687756.522183303,700662.431742144,2AE196291EEB13A3E055000000000001,15014,257033,Dunlavin,0.002392622932586,0.260221434167623
2456,207012,BALLYSADARE EAST, ,SLIGO,Sligeach,Connacht,565952.297216754,827656.180878639,2AE196291A3313A3E055000000000001,31038,207012,Ballysadare East,0.001905171419824,0.240318296680337
2457,57133,RUTLAND,Inis Mhic an Doirn,DONEGAL,Dún na nGall,Ulster,574154.951372604,916747.222266951,2AE1962920A213A3E055000000000001,33064,57133,Inis Mhic an Doirn,0.004934386596055,1.12267261320764
2458,67195,RYEHILL, ,GALWAY,Gaillimh,Connacht,551037.806002857,738691.508894681,2AE19629230713A3E055000000000001,27213,67195,Ryehill,0.002352932544223,0.321714077630397
2459,268022,BEAUMONT B, ,DUBLIN,Baile Átha Cliath,Leinster,718175.145492433,739082.356103594,2AE196291D1213A3E055000000000001,02022,268022,Beaumont B,0.000114723962789,0.050332694541493
2460,177009,BELLATRAIN,Béal Átha Tréin,MONAGHAN,Muineachán,Ulster,675866.745353579,811853.388032194,2AE196291A7D13A3E055000000000001,34023,177009,Bellatrain,0.001474957257719,0.27769852612199
2461,137002,AGHABOY, ,LONGFORD,An Longfort,Leinster,619813.235364291,781993.792250424,2AE19629180513A3E055000000000001,09037,137002,Aghaboy,0.002040016576582,0.234453337433069
2462,127092,KILFLYN,Cill Fhlainn,LIMERICK,Luimneach,Munster,568665.25950528,617449.205707047,2AE1962917A113A3E055000000000001,21040,127092,Kilflyn,0.002562707959372,0.269367227585173
2463,48013,BROWNINGSTOWN, ,CORK,Corcaigh,Munster,569694.418656489,570252.328502903,2AE19629215F13A3E055000000000001,17013,48013,Browningstown,4.7614379225e-05,0.033634435554312
2464,37071,KILCHREEST, ,CLARE,An Clár,Munster,527096.001176243,662262.185224324,2AE19629202E13A3E055000000000001,16069,37071,Kilchreest,0.005387650921674,0.729472030950546
2465,267057,CLONSKEAGH-FARRANBOLEY, ,DUBLIN,Baile Átha Cliath,Leinster,716691.021133614,729777.356771436,2AE196291D1A13A3E055000000000001,05028,267057,Clonskeagh-Farranboley,5.0357202258e-05,0.030788363856506
2466,237105,WOODLAND, ,WESTMEATH,An Iarmhí,Leinster,640646.003818598,760581.718291612,2AE196291B9D13A3E055000000000001,13106,237105,Woodland,0.002301551343203,0.236915313126743
2467,97073,LISDOWNEY,Lios Dúnaígh,KILKENNY,Cill Chainnigh,Leinster,638936.872910337,669930.919072286,2AE1962923C413A3E055000000000001,07095,97073,Lisdowney,0.002706223435546,0.314852177112198
2468,47154,GARRANES, ,CORK,Corcaigh,Munster,516452.126027133,547209.151214461,2AE196291F4213A3E055000000000001,18299,47154,Garranes,0.002765540685012,0.29388228872118
2469,57116,MALIN, ,DONEGAL,Dún na nGall,Ulster,646425.615886852,952843.89822134,2AE19629206413A3E055000000000001,33087,57116,Malin,0.003952232678832,0.41971523261103
2470,267008,BALLINTEER-BROADFORD, ,DUBLIN,Baile Átha Cliath,Leinster,716052.053130643,726758.512147553,2AE196291E2513A3E055000000000001,05001,267008,Ballinteer-Broadford,7.8452340945e-05,0.036983792421093
2471,207041,DRUMRAT, ,SLIGO,Sligeach,Connacht,568488.32335693,810932.168405424,2AE196291A1213A3E055000000000001,31008,207041,Drumrat,0.003074636333348,0.429342492632332
2472,47094,CLOGHDONNELL, ,CORK,Corcaigh,Munster,507756.871338858,537938.905925035,2AE196291EF413A3E055000000000001,18294,47094,Cloghdonnell,0.003008915268958,0.382225052869415
2473,267041,CASTLEKNOCK-PARK, ,DUBLIN,Baile Átha Cliath,Leinster,709755.012511116,737514.215981234,2AE196291CF613A3E055000000000001,04017,267041,Castleknock-Park,0.000327480216321,0.093828465247892
2474,267074,DUN LAOGHAIRE-SALLYNOGGIN WEST, ,DUBLIN,Baile Átha Cliath,Leinster,723624.893823033,727116.95914188,2AE196291D4113A3E055000000000001,05049,267074,Dún Laoghaire-Sallynoggin West,8.3357268905e-05,0.047613577811266
2475,57122,MINTIAGHS, ,DONEGAL,Dún na nGall,Ulster,637016.123015594,938724.635562257,2AE19629207313A3E055000000000001,33088,57122,Mintiaghs,0.004315247212744,0.381178070346159
2476,47098,CLONFERT EAST, ,CORK,Corcaigh,Munster,522043.720468146,612148.379384354,2AE196291F1D13A3E055000000000001,18154,47098,Clonfert East,0.00545949003881,0.413060909651283
2477,107045,DYSARTGALLEN, ,LAOIS,Laois,Leinster,651793.119285337,682864.546342497,2AE1962916D313A3E055000000000001,08018,107045,Dysartgallen,0.002776541136143,0.374887534953118
2478,77089,KENMARE, ,KERRY,Ciarraí,Munster,491571.652912715,571750.90018328,2AE19629225F13A3E055000000000001,19056,77089,Kenmare,0.007256740276198,0.583494657426418
2479,167090,TRIM RURAL, ,MEATH,An Mhí,Leinster,679006.570005324,756738.291130635,2AE19629182B13A3E055000000000001,11092,167090,Trim Rural,0.004796489598035,0.440809375235306
2480,87055,KILMEAGE NORTH, ,KILDARE,Cill Dara,Leinster,674484.319150242,726157.159018882,2AE19629221713A3E055000000000001,06074,87055,Kilmeage North,0.00304112004549,0.295838343180077
2481,247043,DUNMAIN, ,WEXFORD,Loch Garman,Leinster,676695.493315962,619487.093596224,2AE196291EAA13A3E055000000000001,14074,247043,Dunmain,0.001452744460617,0.227327294793102
2482,167027,DRUMCONDRA, ,MEATH,An Mhí,Leinster,688255.547594618,790644.380497574,2AE19629187913A3E055000000000001,11004,167027,Drumcondra,0.006343431545785,0.442011914682859
2483,37100,KILSEILY, ,CLARE,An Clár,Munster,556376.843626399,671980.850647416,2AE196291FFD13A3E055000000000001,16115,37100,Kilseily,0.003708260543154,0.358191242918075
2484,77103,KILLEENTIERNA, ,KERRY,Ciarraí,Munster,499193.226745474,602959.944892692,2AE19629229413A3E055000000000001,19083,77103,Killeentierna,0.004435738135468,0.369860492934959
2485,157022,BALLYCASTLE, ,MAYO,Maigh Eo,Connacht,509380.371360043,836803.000629536,2AE1962918CC13A3E055000000000001,29011,157022,Ballycastle,0.008805035262596,0.62500233611081
2486,127057,DARRAGH,An Dairtheach,LIMERICK,Luimneach,Munster,572110.256249522,619020.542631048,2AE19629177B13A3E055000000000001,21033,127057,Darragh,0.002440050200789,0.225031390760648
2487,128015,DOCK B,An Duga B,LIMERICK,Luimneach,Munster,557395.725074343,656470.945960855,2AE1962917E713A3E055000000000001,20015,128015,Dock B,2.045418728e-05,0.019044282507561
2488,257058,NEWCASTLE LOWER, ,WICKLOW,Cill Mhantáin,Leinster,729503.930552729,703457.921158293,2AE196291E9A13A3E055000000000001,15060,257058,Newcastle Lower,0.003365049588685,0.266712539038421
2489,68001,BALLYBAAN, ,GALWAY,Gaillimh,Connacht,534561.257615863,726367.558749658,2AE19629235A13A3E055000000000001,26001,68001,Ballybaan,0.000972615331491,0.163922688783304
2490,257079,ARKLOW No. 2 URBAN, ,WICKLOW,Cill Mhantáin,Leinster,724709.409343305,674136.816432615,2AE196291EE113A3E055000000000001,15002,257079,Arklow No. 2 Urban,0.000316623616183,0.115838264770433
2491,67203,SPIDDLE,An Spidéal,GALWAY,Gaillimh,Connacht,514793.473486849,726399.832076407,2AE19629231A13A3E055000000000001,27063,67203,An Spidéal,0.004785801221453,0.439723236902079
2492,97071,KILTORCAN,Cill Torcáin,KILKENNY,Cill Chainnigh,Leinster,655821.080382845,635725.659196643,2AE1962923C213A3E055000000000001,07079,97071,Kiltorcan,0.001311828630645,0.185126598420537
2493,47058,BRINNY, ,CORK,Corcaigh,Munster,550574.338381268,559618.617896656,2AE196291F1A13A3E055000000000001,18019,47058,Brinny,0.002762859747259,0.361124966886032
2494,197004,ARTAGH NORTH, ,ROSCOMMON,Ros Comáin,Connacht,558777.094884487,790014.572524286,2AE196291A9313A3E055000000000001,30055,197004,Artagh North,0.005142287280028,0.532017978060743
2495,47270,OVENS, ,CORK,Corcaigh,Munster,553876.267086061,570807.324677218,2AE19629211813A3E055000000000001,18100,47270,Ovens,0.002211849792843,0.242905032555317
2496,77109,KILMEANY, ,KERRY,Ciarraí,Munster,506538.023828407,632801.8067613,2AE1962922AB13A3E055000000000001,19112,77109,Kilmeany,0.003397781701133,0.408880929359166
2497,47282,ROSSCARBERY, ,CORK,Corcaigh,Munster,528714.227368049,536272.976093391,2AE19629215613A3E055000000000001,18071,47282,Rosscarbery,0.001298375444168,0.307060979003761
2498,67133,KILLIMOR, ,GALWAY,Gaillimh,Connacht,580100.50742399,713164.767495414,2AE1962922EA13A3E055000000000001,27169,67133,Killimor,0.003280048717814,0.424226101237441
2499,257039,GREYSTONES, ,WICKLOW,Cill Mhantáin,Leinster,729180.35898925,711878.169214956,2AE196291E4713A3E055000000000001,15034,257039,Greystones,0.000510885854202,0.106119063735678
2500,67162,LETTERFORE, ,GALWAY,Gaillimh,Connacht,501858.076898353,746821.904116201,2AE19629236C13A3E055000000000001,27157,67162,Letterfore,0.012209460723819,0.768832233916156
2501,237106,MULLINGAR NORTH URBAN, ,WESTMEATH,An Iarmhí,Leinster,643468.713400516,753397.175676836,2AE196291B9E13A3E055000000000001,13090,237106,Mullingar North Urban,0.00037208143556,0.112065169005935
2502,27064,KNAPPAGH, ,CAVAN,An Cabhán,Ulster,667460.987174197,808297.860865072,2AE196291D5513A3E055000000000001,32069,27064,Knappagh,0.003371263330322,0.334510965857674
2503,17050,TULLOW RURAL, ,CARLOW,Ceatharlach,Leinster,686221.954941971,672917.784029254,2AE196291A5513A3E055000000000001,01047,17050,Tullow Rural,0.001852824511731,0.32669127144362
2504,267127,STILLORGAN-MERVILLE, ,DUBLIN,Baile Átha Cliath,Leinster,719893.587130815,727380.936812479,2AE196291CA313A3E055000000000001,05066,267127,Stillorgan-Merville,0.000155675505425,0.052012291441367
2505,128013,CUSTOM HOUSE,Teach an Chustaim,LIMERICK,Luimneach,Munster,557780.46043869,657309.358915501,2AE1962917E513A3E055000000000001,20013,128013,Custom House,2.3456480014e-05,0.024610891141496
2506,237040,EMPER, ,WESTMEATH,An Iarmhí,Leinster,627370.84670445,760063.330840894,2AE196291B8513A3E055000000000001,13069,237040,Emper,0.002659329827808,0.281337666752048
2507,237085,PIERCETOWN, ,WESTMEATH,An Iarmhí,Leinster,625513.064740195,756670.964295208,2AE196291B4F13A3E055000000000001,13023,237085,Piercetown,0.001831298609316,0.239305790219276
2508,157111,KNOCKNALOWER,Cnoc na Lobhar,MAYO,Maigh Eo,Connacht,481880.07496118,834370.080672952,2AE19629198613A3E055000000000001,29061,157111,Cnoc na Lobhar,0.006408446084148,0.402653783529676
2509,227057,KILMACOMMA,Cill Mochuma,WATERFORD,Port Láirge,Munster,617132.473084237,620122.380265338,2AE196291BA013A3E055000000000001,25016,227057,Kilmacomma,0.001883867304749,0.262369903727944
2510,268117,PEMBROKE WEST C, ,DUBLIN,Baile Átha Cliath,Leinster,717005.57897475,732747.324351737,2AE196291DBD13A3E055000000000001,02132,268117,Pembroke West C,9.0461781079e-05,0.042253476030196
2511,267075,DUN LAOGHAIRE-SALTHILL, ,DUBLIN,Baile Átha Cliath,Leinster,723542.879049846,728681.960228355,2AE196291D5713A3E055000000000001,05051,267075,Dún Laoghaire-Salthill,7.011960751e-05,0.039553497443238
2512,27026,CLONERVY, ,CAVAN,An Cabhán,Ulster,645786.784254839,807894.503822672,2AE196291DAB13A3E055000000000001,32049,27026,Clonervy,0.002470803081029,0.319116833841147
2513,268148,USHERS A, ,DUBLIN,Baile Átha Cliath,Leinster,713172.624799406,734025.223551417,2AE196291DF413A3E055000000000001,02152,268148,Ushers A,9.7534642344e-05,0.044298928869805
2514,167035,GRENNANSTOWN, ,MEATH,An Mhí,Leinster,669365.522819733,763254.279758034,2AE1962918A713A3E055000000000001,11079,167035,Grennanstown,0.003386011700584,0.334221776727689
2515,167034,GRANGEGEETH, ,MEATH,An Mhí,Leinster,696714.681076904,779636.626214312,2AE1962918A613A3E055000000000001,11005,167034,Grangegeeth,0.003585907104509,0.450195126728433
2516,117057,KILTYCLOGHER, ,LEITRIM,Liatroim,Connacht,596143.792976523,842885.671210436,2AE19629174213A3E055000000000001,28049,117057,Kiltyclogher,0.004366349226888,0.466669170415858
2517,177006,BALLYBAY URBAN,Béal Átha Beithe (Uirbeach),MONAGHAN,Muineachán,Ulster,671718.058407629,820504.620578439,2AE196291A7013A3E055000000000001,34022,177006,Ballybay Urban,3.2772368216e-05,0.031835670190238
2518,27072,MOYNEHALL, ,CAVAN,An Cabhán,Ulster,644485.649608149,801694.747253868,2AE196291DAD13A3E055000000000001,32073,27072,Moynehall,0.003221633634259,0.413029515612882
