OBJECTID,ED_ID,ED_ENGLISH,ED_GAEILGE,COUNTY,CONTAE,PROVINCE,CENTROID_X,CENTROID_Y,GUID_,CSOED_3409,OSIED_3441,CSOED_3409_LABEL,Shape__Area,Shape__Length
3001,247006,AUGHWILLIAM, ,WEXFORD,Loch Garman,Leinster,695180.287713613,616289.230043841,2AE196291BD413A3E055000000000001,14095,247006,Aughwilliam,0.002065103107063,0.275645899905192
3002,267020,BLACKROCK-CARYSFORT, ,DUBLIN,Baile Átha Cliath,Leinster,721024.524290722,727734.553337762,2AE196291CBE13A3E055000000000001,05009,267020,Blackrock-Carysfort,0.000176105714185,0.059501065022047
3003,97028,COOLAGHMORE,An Chuailleach Mhór,KILKENNY,Cill Chainnigh,Leinster,640258.501531936,637693.505219255,2AE1962923CC13A3E055000000000001,07006,97028,Coolaghmore,0.003449223999074,0.311314583005913
3004,57129,RATHMULLAN, ,DONEGAL,Dún na nGall,Ulster,628313.935273137,929172.005661047,2AE19629209713A3E055000000000001,33125,57129,Rathmullan,0.002535852468737,0.286709394222093
3005,77005,ARDAGH, ,KERRY,Ciarraí,Munster,483502.992050644,635898.045774622,2AE19629239213A3E055000000000001,19093,77005,Ardagh,0.002046439589049,0.29314213752065
3006,177001,AGHABOG,Achadh Bog,MONAGHAN,Muineachán,Ulster,659479.788431437,821863.816083927,2AE196291A6313A3E055000000000001,34034,177001,Aghabog,0.002990662045163,0.304107489540686
3007,247077,KILNAHUE, ,WEXFORD,Loch Garman,Leinster,710343.198684391,662018.848222025,2AE196291E7D13A3E055000000000001,14058,247077,Kilnahue,0.002111372581273,0.284885850563648
3008,87033,DROICHEAD NUA RURAL, ,KILDARE,Cill Dara,Leinster,682696.30092373,713163.275751818,2AE1962922B213A3E055000000000001,06065,87033,Droichead Nua (Newbridge) Rural,0.00258354648795,0.303062827319288
3009,157141,SRAHEEN, ,MAYO,Maigh Eo,Connacht,524104.684907164,805352.722110978,2AE19629188E13A3E055000000000001,29032,157141,Sraheen,0.003555233594974,0.331379362562263
3010,27022,CASTLERAHAN, ,CAVAN,An Cabhán,Ulster,654110.933905636,786561.108231558,2AE196291D8F13A3E055000000000001,32030,27022,Castlerahan,0.003911153445483,0.413155208105953
3011,97013,BAUNMORE,An Bábhún Mór,KILKENNY,Cill Chainnigh,Leinster,624503.203291554,667565.937848404,2AE19629220013A3E055000000000001,07090,97013,Baunmore,0.002317374458766,0.287327889014838
3012,247084,LIMERICK, ,WEXFORD,Loch Garman,Leinster,714399.273487603,666953.160567704,2AE196291E9513A3E055000000000001,14059,247084,Limerick,0.002807287748195,0.296478957805864
3013,228016,GRACEDIEU,Gracedieu,WATERFORD,Port Láirge,Munster,657329.161942648,612860.747786429,2AE196291BA213A3E055000000000001,24016,228016,Gracedieu,0.000944649927414,0.130862488365994
3014,67202,SLIEVEANEENA,Sliabh an Aonaigh,GALWAY,Gaillimh,Connacht,515912.207726097,733252.957227345,2AE19629231913A3E055000000000001,27062,67202,Sliabh an Aonaigh,0.007817072589225,0.679786792834506
3015,247027,BREE, ,WEXFORD,Loch Garman,Leinster,694052.349783736,633713.921970016,2AE196291E6413A3E055000000000001,14014,247027,Bree,0.003795763693378,0.333490601397351
3016,167020,CLONMACDUFF, ,MEATH,An Mhí,Leinster,679695.79358551,762918.640948974,2AE19629186013A3E055000000000001,11076,167020,Clonmacduff,0.001868127314868,0.276872584422501
3017,27024,CAVAN RURAL, ,CAVAN,An Cabhán,Ulster,641356.479984805,806259.755782044,2AE196291DA913A3E055000000000001,32048,27024,Cavan Rural,0.00498856212267,0.505342687469254
3018,47037,BALLYNAMONA, ,CORK,Corcaigh,Munster,557284.728062009,590892.885068379,2AE196291F6613A3E055000000000001,18223,47037,Ballynamona,0.005375528197197,0.527519005811434
3019,267049,CLONDALKIN-DUNAWLEY, ,DUBLIN,Baile Átha Cliath,Leinster,704591.14202693,731650.358365839,2AE196291CFE13A3E055000000000001,03006,267049,Clondalkin-Dunawley,0.000640424685648,0.1454082046345
3020,17019,GARRYHILL, ,CARLOW,Ceatharlach,Leinster,679356.103019755,657921.911160026,2AE19629187413A3E055000000000001,01025,17019,Garryhill,0.003173918765,0.327619168451429
3021,137035,GRANARD URBAN, ,LONGFORD,An Longfort,Leinster,633183.034991402,781029.973479602,2AE19629190413A3E055000000000001,09027,137035,Granard Urban,0.001106892612021,0.166064560963437
3022,48065,TIVOLI B, ,CORK,Corcaigh,Munster,571381.615544468,572661.168723961,2AE1962921AF13A3E055000000000001,17065,48065,Tivoli B,0.000234085382755,0.097728562746185
3023,67113,KILBEACANTY, ,GALWAY,Gaillimh,Connacht,550643.50179054,699679.796415005,2AE19629237C13A3E055000000000001,27091,67113,Kilbeacanty,0.002450946342355,0.28590980897142
3024,67008,ANNAGH, ,GALWAY,Gaillimh,Connacht,570625.632569933,738559.024317936,2AE19629204E13A3E055000000000001,27135,67008,Annagh,0.003114782538136,0.29711949502692
3025,87072,NARRAGHMORE, ,KILDARE,Cill Dara,Leinster,678397.347521378,699210.681283311,2AE19629225C13A3E055000000000001,06029,87072,Narraghmore,0.002255178120649,0.282950926962708
3026,37045,CRUSHEEN, ,CLARE,An Clár,Munster,539735.31390952,688767.660252598,2AE196291FBE13A3E055000000000001,16028,37045,Crusheen,0.003863047714114,0.386416268095913
3027,267105,MALAHIDE EAST, ,DUBLIN,Baile Átha Cliath,Leinster,723322.998977996,745302.079004873,2AE196291DE013A3E055000000000001,04029,267105,Malahide East,0.000442381428213,0.10883760765591
3028,217084,GRAIGUE,An Ghráig,TIPPERARY,Tiobraid Árann,Munster,599055.292406865,705207.189171536,2AE196291C4113A3E055000000000001,22014,217084,Graigue,0.00247992017513,0.316235050400854
3029,227040,GARDENMORRIS,Garrán Mhuiris,WATERFORD,Port Láirge,Munster,644639.497630833,602057.97101229,2AE196291B5313A3E055000000000001,25044,227040,Gardenmorris,0.001764276219751,0.30399169388567
3030,157016,BALLINA URBAN, ,MAYO,Maigh Eo,Connacht,524095.887854158,818950.260526291,2AE19629197613A3E055000000000001,29002,157016,Ballina Urban,0.000376754582113,0.097858111527353
3031,268154,WALKINSTOWN A, ,DUBLIN,Baile Átha Cliath,Leinster,710798.988840796,731589.172171201,2AE196291E0613A3E055000000000001,02158,268154,Walkinstown A,0.000133116038056,0.053180972891219
3032,47134,DRINAGH, ,CORK,Corcaigh,Munster,524655.884609202,547464.262750645,2AE196291EFE13A3E055000000000001,18113,47134,Drinagh,0.001927191204796,0.244718902912894
3033,67134,KILLIMOR, ,GALWAY,Gaillimh,Connacht,561874.467704338,729631.680156335,2AE1962922F413A3E055000000000001,27118,67134,Killimor,0.003549597765243,0.412276345614825
3034,267115,RATHFARNHAM-HERMITAGE, ,DUBLIN,Baile Átha Cliath,Leinster,714846.526453703,727747.526037271,2AE196291E0213A3E055000000000001,03024,267115,Rathfarnham-Hermitage,0.000104816851786,0.045779191082621
3035,67031,BALLYNAPARK, ,GALWAY,Gaillimh,Connacht,546899.217058192,743599.97305018,2AE19629208E13A3E055000000000001,27184,67031,Ballynapark,0.002782775107955,0.381040357951605
3036,267063,DALKEY-BULLOCK, ,DUBLIN,Baile Átha Cliath,Leinster,726067.219163286,727346.767440714,2AE196291D2013A3E055000000000001,05033,267063,Dalkey-Bullock,7.7158641901e-05,0.042137858423268
3037,47213,KILNAMANAGH, ,CORK,Corcaigh,Munster,455715.64005127,541624.987286884,2AE1962921E013A3E055000000000001,18053,47213,Kilnamanagh,0.004764194459848,0.889569992832626
3038,247104,St. HELEN'S, ,WEXFORD,Loch Garman,Leinster,712946.203274227,610522.9375909,2AE196291ECD13A3E055000000000001,14119,247104,St. Helen's,0.001585525260736,0.214349517616075
3039,57103,KNOCKALLA,Cnoc Colbha,DONEGAL,Dún na nGall,Ulster,626249.933553906,934160.922039384,2AE1962920DC13A3E055000000000001,33121,57103,Cnoc Colbha,0.002475825683331,0.306573061614831
3040,37102,KILTANNON, ,CLARE,An Clár,Munster,548297.549458015,684415.393893119,2AE19629200913A3E055000000000001,16147,37102,Kiltannon,0.002520465415753,0.36663719654222
3041,128005,BALLINACURRA A,Béal Átha na Cora A,LIMERICK,Luimneach,Munster,555788.740339905,655742.234645617,2AE1962917DD13A3E055000000000001,20005,128005,Ballinacurra A,0.000275568640802,0.086969734187236
3042,87056,KILMEAGE SOUTH, ,KILDARE,Cill Dara,Leinster,676527.95821874,723422.215273076,2AE19629222013A3E055000000000001,06075,87056,Kilmeage South,0.002373455702522,0.365478453086068
3043,268085,KILMAINHAM C, ,DUBLIN,Baile Átha Cliath,Leinster,712175.252704732,733317.9079986,2AE196291D8D13A3E055000000000001,02110,268085,Kilmainham C,7.9334276091e-05,0.048125735558793
3044,257074,TOGHER, ,WICKLOW,Cill Mhantáin,Leinster,717825.447425258,704550.770666945,2AE196291ED413A3E055000000000001,15064,257074,Togher,0.002862963526522,0.238243796746413
3045,67154,KINVARRA, ,GALWAY,Gaillimh,Connacht,535697.472507464,708621.985814326,2AE19629234B13A3E055000000000001,27097,67154,Kinvarra,0.004393444829836,0.499133923894507
3046,228034,SLIEVEKEALE,Slí Chaol,WATERFORD,Port Láirge,Munster,659673.033969404,611792.749413074,2AE196291BBC13A3E055000000000001,24035,228034,Slievekeale,2.8503164225e-05,0.023557621207012
3047,237029,CLONFAD, ,WESTMEATH,An Iarmhí,Leinster,641479.356893065,741059.209934343,2AE196291B5913A3E055000000000001,13065,237029,Clonfad,0.002538367513531,0.328245337277473
3048,27074,MUNTERCONNAUGHT, ,CAVAN,An Cabhán,Ulster,659859.510528715,783774.943811089,2AE196291DC213A3E055000000000001,32033,27074,Munterconnaught,0.004095811691161,0.329817413836186
3049,247005,ARTRAMON, ,WEXFORD,Loch Garman,Leinster,702853.683641034,627864.131890851,2AE196291BD313A3E055000000000001,14094,247005,Artramon,0.001916858527535,0.219107854889873
3050,37155,ENNIS No. 3 URBAN, ,CLARE,An Clár,Munster,534129.602312004,677628.867670037,2AE19629203513A3E055000000000001,16003,37155,Ennis No. 3 Urban,3.6232076977e-05,0.033502857659513
3051,217097,KILKEARY,Cill Chéire,TIPPERARY,Tiobraid Árann,Munster,592617.404895542,676062.078974759,2AE196291C8213A3E055000000000001,22039,217097,Kilkeary,0.003300680644738,0.391886852500602
3052,237084,OWEL, ,WESTMEATH,An Iarmhí,Leinster,643414.540393926,757248.848048797,2AE196291B4E13A3E055000000000001,13094,237084,Owel,0.001866931538442,0.24207482633412
3053,97106,TULLAHERIN,An Tulaigh Thirim,KILKENNY,Cill Chainnigh,Leinster,659701.67044572,647454.30177058,2AE19629240513A3E055000000000001,07085,97106,Tullaherin,0.001364197682228,0.332899017583429
3054,167013,BURRY, ,MEATH,An Mhí,Leinster,670642.712300396,772895.213384907,2AE19629184813A3E055000000000001,11023,167013,Burry,0.00203176882049,0.229299323712902
3055,227017,CAPPOQUIN,Ceapach Choinn,WATERFORD,Port Láirge,Munster,610555.022700396,603217.053976583,2AE196291C9513A3E055000000000001,25058,227017,Cappoquin,0.006280547531194,0.435161730004132
3056,157055,CLOONKEEN, ,MAYO,Maigh Eo,Connacht,511720.000294472,785069.974719061,2AE19629196313A3E055000000000001,29076,157055,Cloonkeen,0.003693487280685,0.39348127569559
3057,207059,LISSADILL EAST, ,SLIGO,Sligeach,Connacht,563617.249104709,845178.402225658,2AE19629199713A3E055000000000001,31056,207059,Lissadill East,0.002401661742872,0.412968160784112
3058,237092,ROSMEAD, ,WESTMEATH,An Iarmhí,Leinster,662129.41042677,764627.632903312,2AE196291B6813A3E055000000000001,13052,237092,Rosmead,0.001616445966142,0.209050323954371
3059,187085,TULLA,An Tulach,OFFALY,Uíbh Fhailí,Leinster,619851.270443209,700925.024301994,2AE196291A7A13A3E055000000000001,12058,187085,Tulla,0.003177729022203,0.344577004417829
3060,77123,LEITRIM, ,KERRY,Ciarraí,Munster,507934.985509342,641530.359895587,2AE19629223713A3E055000000000001,19115,77123,Leitrim,0.002609384141064,0.31182091965831
3061,57023,CARRICKART,Carraig Airt,DONEGAL,Dún na nGall,Ulster,613230.7440321,934309.948927638,2AE19629206013A3E055000000000001,33111,57023,Carraig Airt,0.00345297352407,0.376556479812884
3062,68006,DANGAN, ,GALWAY,Gaillimh,Connacht,528365.754497253,726823.482643964,2AE19629235F13A3E055000000000001,26006,68006,Dangan,0.000214840842181,0.070959468888071
3063,37085,KILLEELY, ,CLARE,An Clár,Munster,553206.543978489,661184.178086101,2AE196291FBF13A3E055000000000001,16113,37085,Killeely,0.002032594158824,0.227464064570256
3064,127054,CROOM,Cromadh,LIMERICK,Luimneach,Munster,550705.561955412,640602.403383785,2AE19629177813A3E055000000000001,21013,127054,Croom,0.002404659358361,0.315095167249178
3065,267149,TEMPLEOGUE-CYPRESS, ,DUBLIN,Baile Átha Cliath,Leinster,712225.538650921,728721.303141513,2AE196291CD113A3E055000000000001,03041,267149,Templeogue-Cypress,9.7558757197e-05,0.046130306057449
3066,247065,KILGORMAN, ,WEXFORD,Loch Garman,Leinster,722524.673039861,665094.746141188,2AE196291E4213A3E055000000000001,14055,247065,Kilgorman,0.002267947084482,0.266282615912361
3067,217095,KILCORAN,Cill Chuaráin,TIPPERARY,Tiobraid Árann,Munster,596995.262375998,620719.61078685,2AE196291C7713A3E055000000000001,23126,217095,Kilcoran,0.0062544203039,0.432262597483823
3068,268138,ROTUNDA A, ,DUBLIN,Baile Átha Cliath,Leinster,715779.635496143,735303.862028949,2AE196291DEA13A3E055000000000001,02088,268138,Rotunda A,3.3461387534e-05,0.024114357614347
3069,268082,INNS QUAY C, ,DUBLIN,Baile Átha Cliath,Leinster,715035.825656786,734642.717396596,2AE196291D8A13A3E055000000000001,02068,268082,Inns Quay C,3.8311399677e-05,0.029019470057914
3070,87026,CLONCURRY, ,KILDARE,Cill Dara,Leinster,683208.710433426,739547.489551612,2AE19629229A13A3E055000000000001,06035,87026,Cloncurry,0.004594556183947,0.423193521173014
3071,77142,NEWTOWNSANDES, ,KERRY,Ciarraí,Munster,507419.425851779,637479.242751547,2AE19629228A13A3E055000000000001,19121,77142,Newtownsandes,0.004936430671886,0.472463040612619
3072,197106,TERMONBARRY, ,ROSCOMMON,Ros Comáin,Connacht,604416.855576793,778706.639082913,2AE1962919EB13A3E055000000000001,30111,197106,Termonbarry,0.002230106947703,0.233949305240837
3073,217023,BALLYPHILIP,Baile Philib,TIPPERARY,Tiobraid Árann,Munster,627670.599839606,649530.669214077,2AE196291BFA13A3E055000000000001,23142,217023,Ballyphilip,0.002133586049622,0.239190896769967
3074,127017,BALLYBRICKEN,Baile Uí Bhricín,LIMERICK,Luimneach,Munster,563214.79137287,647064.957148285,2AE19629176713A3E055000000000001,21050,127017,Ballybricken,0.003936556848087,0.386070632608022
3075,67005,ADDERGOOLE, ,GALWAY,Gaillimh,Connacht,544696.852884353,765960.110178281,2AE19629204613A3E055000000000001,27180,67005,Addergoole,0.003383404170497,0.339553467428204
3076,67025,BALLYMOE, ,GALWAY,Gaillimh,Connacht,568336.087174015,771591.461952383,2AE19629207E13A3E055000000000001,27067,67025,Ballymoe,0.002963070351469,0.337579831412125
3077,187084,TINNYCROSS,Tigh na Croise,OFFALY,Uíbh Fhailí,Leinster,636026.529152773,727831.773646146,2AE196291A7913A3E055000000000001,12086,187084,Tinnycross,0.001117717114443,0.160138967583933
3078,237024,CASTLELOST, ,WESTMEATH,An Iarmhí,Leinster,646436.74977591,740014.270981246,2AE196291B4213A3E055000000000001,13061,237024,Castlelost,0.002309605155754,0.303566427891012
3079,37066,GLENMORE, ,CLARE,An Clár,Munster,514025.494316915,666265.865467612,2AE19629202313A3E055000000000001,16085,37066,Glenmore,0.004404064628665,0.469162282466289
3080,177019,CASTLEBLAYNEY RURAL,Baile na Lorgan (Tuath),MONAGHAN,Muineachán,Ulster,682938.349139835,818476.487401579,2AE196291AAA13A3E055000000000001,34027,177019,Castleblayney Rural,0.003748392986715,0.437763230872744
3081,57093,KILDERRY, ,DONEGAL,Dún na nGall,Ulster,644513.909086042,926418.46201639,2AE1962920B613A3E055000000000001,33085,57093,Kilderry,0.004335362758468,0.37560749279967
3082,87036,DUNMANOGE, ,KILDARE,Cill Dara,Leinster,672794.553804508,684701.56043607,2AE1962922C113A3E055000000000001,06015,87036,Dunmanoge,0.001937899658347,0.206954243629732
3083,237104,WINETOWN, ,WESTMEATH,An Iarmhí,Leinster,620061.671708231,752393.093930833,2AE196291B9C13A3E055000000000001,13025,237104,Winetown,0.001861636377866,0.24147801963041
3084,17028,KILLERRIG, ,CARLOW,Ceatharlach,Leinster,680394.781381769,678009.263314481,2AE19629189613A3E055000000000001,01031,17028,Killerrig,0.001481340960313,0.268732325975432
3085,48024,FARRANFERRIS A, ,CORK,Corcaigh,Munster,567259.119691798,573379.482223525,2AE19629217413A3E055000000000001,17024,48024,Farranferris A,3.3402003698e-05,0.029532479335538
3086,47086,CASTLEMARTYR, ,CORK,Corcaigh,Munster,594510.950499947,573040.440561592,2AE196291F8313A3E055000000000001,18250,47086,Castlemartyr,0.003038571592311,0.323967374931474
3087,127063,DROMTRASNA,An Drom Tarsna,LIMERICK,Luimneach,Munster,515152.120475461,626757.407186917,2AE19629179513A3E055000000000001,21089,127063,Dromtrasna,0.00384743735799,0.318967130903693
3088,157152,WESTPORT RURAL, ,MAYO,Maigh Eo,Connacht,499355.07213515,783225.059787528,2AE1962918BA13A3E055000000000001,29154,157152,Westport Rural,0.00186547732822,0.444294057397372
3089,27045,DRUMLUMMAN, ,CAVAN,An Cabhán,Ulster,638131.487295147,789400.435089071,2AE196291CAA13A3E055000000000001,32089,27045,Drumlumman,0.002406231177114,0.251237098736331
3090,57070,GLEN, ,DONEGAL,Dún na nGall,Ulster,612044.303307592,930122.279385796,2AE19629205813A3E055000000000001,33116,57070,Glen,0.003689704750592,0.430120543807649
3091,97007,BALLYBEAGH,An Baile Beitheach,KILKENNY,Cill Chainnigh,Leinster,635161.611733174,656639.257018619,2AE1962922B513A3E055000000000001,07041,97007,Ballybeagh,0.002996584643367,0.384057826250578
3092,187050,KILCORMAC,Cill Chormaic,OFFALY,Uíbh Fhailí,Leinster,617922.123073905,714024.547928649,2AE196291ABB13A3E055000000000001,12020,187050,Kilcormac,0.002903687336259,0.355088464359802
3093,57058,DUNGLOW,An Clochán Liath,DONEGAL,Dún na nGall,Ulster,578633.818115667,911878.840998729,2AE1962920E613A3E055000000000001,33047,57058,An Clochán Liath,0.00508054309648,0.498113722843836
3094,97096,SHANKILL,An tSeanchill,KILKENNY,Cill Chainnigh,Leinster,664141.304474586,659450.933372464,2AE1962923EF13A3E055000000000001,07058,97096,Shankill,0.003591651681508,0.425922147439092
3095,247096,OLD ROSS, ,WEXFORD,Loch Garman,Leinster,679577.411825873,626770.270782289,2AE196291EBB13A3E055000000000001,14084,247096,Old Ross,0.001802679274509,0.227178939154229
3096,267035,BOHERNABREENA, ,DUBLIN,Baile Átha Cliath,Leinster,710930.132538264,721073.440015793,2AE196291CE013A3E055000000000001,03003,267035,Bohernabreena,0.005912778005518,0.36761056547902
3097,97009,BALLYCONRA,Béal Átha Conrátha,KILKENNY,Cill Chainnigh,Leinster,642631.884396279,672397.188939298,2AE1962922C513A3E055000000000001,07089,97009,Ballyconra,0.001988544708111,0.210808999274995
3098,157003,AGHAGOWER NORTH, ,MAYO,Maigh Eo,Connacht,503896.681089789,781915.189585479,2AE19629194513A3E055000000000001,29125,157003,Aghagower North,0.003065225981233,0.397724459392196
3099,187046,HINDS,Sráid Uí Eidhin,OFFALY,Uíbh Fhailí,Leinster,606182.179119276,732365.760856698,2AE196291AB013A3E055000000000001,12017,187046,Hinds,0.002593068327331,0.276632806222754
3100,187033,DUNKERRIN,Dún Cairin,OFFALY,Uíbh Fhailí,Leinster,606440.192646291,684659.881159097,2AE196291A8313A3E055000000000001,12051,187033,Dunkerrin,0.002975183755801,0.369092312529767
3101,77112,KILQUANE,Cill Chuáin,KERRY,Ciarraí,Munster,443134.859946279,610710.679594723,2AE1962922B813A3E055000000000001,19039,77112,Cill Chuáin,0.005245042682596,0.441664784928356
3102,87051,KILKEA, ,KILDARE,Cill Dara,Leinster,674655.997567034,689291.467071511,2AE19629220A13A3E055000000000001,06024,87051,Kilkea,0.002440124529651,0.282269302005061
3103,227021,CASTLERICHARD,Caisleán Risteird,WATERFORD,Port Láirge,Munster,598422.291944312,597014.380733861,2AE196291BE413A3E055000000000001,25059,227021,Castlerichard,0.003803152696517,0.45121568744679
3104,17030,KYLE, ,CARLOW,Ceatharlach,Leinster,676118.677222173,648302.409082775,2AE1962918A013A3E055000000000001,01052,17030,Kyle,0.002232052196546,0.269308557891807
3105,268110,PEMBROKE EAST A, ,DUBLIN,Baile Átha Cliath,Leinster,719382.719538971,733675.018597601,2AE196291DB613A3E055000000000001,02125,268110,Pembroke East A,0.00028753064022,0.12873771496263
3106,67155,KNOCKBOY,An Cnoc Buí,GALWAY,Gaillimh,Connacht,476412.680279909,733767.545396192,2AE19629234C13A3E055000000000001,27033,67155,An Cnoc Buí,0.004864188383242,0.996391335629887
3107,77160,TRALEE RURAL, ,KERRY,Ciarraí,Munster,483345.904432408,612795.771031902,2AE19629221E13A3E055000000000001,19165,77160,Tralee Rural,0.003683350171608,0.478226566916307
3108,157010,ARDNAREE NORTH, ,MAYO,Maigh Eo,Connacht,528082.489076817,821010.371750216,2AE19629196013A3E055000000000001,29006,157010,Ardnaree North,0.00252906886587,0.287085823657252
3109,117071,RIVERSTOWN, ,LEITRIM,Liatroim,Connacht,612065.32379928,801370.290988767,2AE19629173D13A3E055000000000001,28076,117071,Riverstown,0.002992041072861,0.278019908771982
3110,117027,DRUMAHAIRE, ,LEITRIM,Liatroim,Connacht,581513.133606898,831022.493195733,2AE19629172413A3E055000000000001,28039,117027,Drumahaire,0.004729167035639,0.499132182164489
3111,87083,SKERRIES, ,KILDARE,Cill Dara,Leinster,671560.306753029,699221.912903861,2AE19629228413A3E055000000000001,06032,87083,Skerries,0.002008676315174,0.266882406472842
3112,67007,AILLE, ,GALWAY,Gaillimh,Connacht,559215.303620569,710492.145168823,2AE19629204D13A3E055000000000001,27100,67007,Aille,0.004376584702495,0.397510414634228
3113,77125,LISLAUGHTIN, ,KERRY,Ciarraí,Munster,501508.757637448,642982.317629176,2AE19629224513A3E055000000000001,19116,77125,Lislaughtin,0.003390290859903,0.318936492848661
3114,207034,DROMARD EAST, ,SLIGO,Sligeach,Connacht,558721.574971084,829972.509964943,2AE1962919EE13A3E055000000000001,31021,207034,Dromard East,0.0017727003434,0.295099100609251
3115,257022,COOLATTIN, ,WICKLOW,Cill Mhantáin,Leinster,701161.854229995,667658.78183402,2AE196291EB313A3E055000000000001,15072,257022,Coolattin,0.00208297220635,0.243265190154505
3116,187063,MONASTERORIS,Mainistir Fheorais,OFFALY,Uíbh Fhailí,Leinster,658308.492401853,730231.755423771,2AE196291AED13A3E055000000000001,12045,187063,Monasteroris,0.00380882441914,0.360999558771385
3117,247036,CLONGEEN, ,WEXFORD,Loch Garman,Leinster,684120.936895425,616017.445980903,2AE196291E8813A3E055000000000001,14072,247036,Clongeen,0.002713888307108,0.300443074668027
3118,257062,POWERSCOURT, ,WICKLOW,Cill Mhantáin,Leinster,716969.598705461,714000.127015434,2AE196291EA613A3E055000000000001,15036,257062,Powerscourt,0.007833415896736,0.680965319449545
3119,177044,ENAGH,An tEanach [CC: Carraig Mhachaire Rois],MONAGHAN,Muineachán,Ulster,680024.376500778,799739.972147494,2AE196291A5A13A3E055000000000001,34014,177044,Enagh,0.002407436654373,0.300687561526638
3120,237064,KILLUA, ,WESTMEATH,An Iarmhí,Leinster,666447.369521287,767092.814592986,2AE196291B1813A3E055000000000001,13047,237064,Killua,0.002656284591588,0.256529061031334
3121,67123,KILLAAN, ,GALWAY,Gaillimh,Connacht,568137.670707604,731252.998108701,2AE1962923A613A3E055000000000001,27011,67123,Killaan,0.004549926448757,0.361460390103343
3122,228032,ROANMORE,An Ruán Mór,WATERFORD,Port Láirge,Munster,659931.463937056,611662.173887408,2AE196291BBA13A3E055000000000001,24033,228032,Roanmore,2.0192101506e-05,0.024139004727068
3123,48059,SUNDAY'S WELL A, ,CORK,Corcaigh,Munster,565867.620235154,571991.136708458,2AE1962921A913A3E055000000000001,17059,48059,Sundays Well A,4.3230139726e-05,0.037887312170261
3124,77074,DUNURLIN,Dún Urlann,KERRY,Ciarraí,Munster,433567.034265341,605144.827164223,2AE19629223013A3E055000000000001,19035,77074,Dún Urlann,0.002558990427315,0.407546647570762
3125,17045,SLIGUFF, ,CARLOW,Ceatharlach,Leinster,670887.62217243,656761.338913689,2AE19629181813A3E055000000000001,01043,17045,Sliguff,0.001999354220428,0.235245180749678
3126,47076,CARRIGROHANEBEG, ,CORK,Corcaigh,Munster,556421.692438316,573219.679255399,2AE196291F5B13A3E055000000000001,18084,47076,Carrigrohane Beg,0.003028424716039,0.353835581003437
3127,117062,MAHANAGH, ,LEITRIM,Liatroim,Connacht,594634.705410758,826737.847379831,2AE19629174713A3E055000000000001,28051,117062,Mahanagh,0.004563249212862,0.419200675009319
3128,217010,BALLINGARRY,Baile an Gharraí,TIPPERARY,Tiobraid Árann,Munster,631285.35814397,646240.31896538,2AE196291A2213A3E055000000000001,23141,217010,Ballingarry,0.003392405544165,0.336684188751479
3129,117009,BALLINAMORE, ,LEITRIM,Liatroim,Connacht,611549.082133299,811426.775563575,2AE1962916FC13A3E055000000000001,28001,117009,Ballinamore,0.00249968676599,0.295115387584769
3130,187039,ETTAGH,Eiteach,OFFALY,Uíbh Fhailí,Leinster,610859.443247986,694956.005557746,2AE196291A9A13A3E055000000000001,12052,187039,Ettagh,0.003248538563108,0.450337957967037
3131,127126,RIDDLESTOWN,Baile an Ridéalaigh,LIMERICK,Luimneach,Munster,532688.970337084,643176.448599978,2AE1962917D613A3E055000000000001,21129,127126,Riddlestown,0.002903158411402,0.372434747262106
3132,137053,NEWTOWN FORBES, ,LONGFORD,An Longfort,Leinster,608885.362070872,782663.37224088,2AE19629194213A3E055000000000001,09054,137053,Newtown Forbes,0.003935911132712,0.514072367783383
3133,117065,MOHER, ,LEITRIM,Liatroim,Connacht,600906.77318952,811285.94070018,2AE19629174A13A3E055000000000001,28025,117065,Moher,0.002319725407678,0.289201552760528
3134,157080,GLENAMOY,Gleann na Muaidhe,MAYO,Maigh Eo,Connacht,487827.702244165,831159.818996293,2AE1962918F313A3E055000000000001,29056,157080,Gleann na Muaidhe,0.007983110350274,0.500570000296681
3135,187069,PORTARLINGTON NORTH,Cúil an tSúdaire Thuaidh,OFFALY,Uíbh Fhailí,Leinster,655032.442360055,713496.011217481,2AE196291A4313A3E055000000000001,12078,187069,Portarlington North,0.002818338085709,0.338890451356783
3136,187059,LEA,An Liath,OFFALY,Uíbh Fhailí,Leinster,618296.505296405,721471.442006397,2AE196291ADF13A3E055000000000001,12024,187059,Lea,0.004358161981538,0.326142817435649
3137,77035,CAHER, ,KERRY,Ciarraí,Munster,448417.174360002,576859.379484416,2AE19629234313A3E055000000000001,19007,77035,Caher,0.005776085337883,0.425611735806616
3138,107090,SHRULE, ,LAOIS,Laois,Leinster,669526.558172765,681676.464350638,2AE1962916FF13A3E055000000000001,08097,107090,Shrule,0.00161399276033,0.237378107299162
3139,197057,EDMONDSTOWN, ,ROSCOMMON,Ros Comáin,Connacht,562148.839863185,798876.784720652,2AE1962919F313A3E055000000000001,30069,197057,Edmondstown,0.004568334167968,0.514240756532732
3140,177052,KILMORE,An Choill Mhór,MONAGHAN,Muineachán,Ulster,664828.225499679,828875.705250053,2AE196291A8013A3E055000000000001,34062,177052,Kilmore,0.001855781775132,0.249799840644894
